newAngle(i,j)= (37, 38)= 0
newAngle(i,j)= (37, 44)= 180
newAngle(i,j)= (38, 38)= 0
newAngle(i,j)= (38, 44)= 180
newAngle(i,j)= (39, 38)= 0
newAngle(i,j)= (39, 44)= 180
newAngle(i,j)= (40, 38)= 0
newAngle(i,j)= (40, 44)= 180
newAngle(i,j)= (41, 38)= 0
newAngle(i,j)= (41, 44)= 180
newAngle(i,j)= (42, 39)= 315.01
newAngle(i,j)= (42, 40)= 270
newAngle(i,j)= (42, 41)= 270
newAngle(i,j)= (42, 44)= 180
newAngle(i,j)= (43, 42)= 315.01
newAngle(i,j)= (43, 46)= 71.5613
newAngle(i,j)= (43, 47)= 135.01
newAngle(i,j)= (44, 42)= 0
newAngle(i,j)= (44, 47)= 135.01
newAngle(i,j)= (44, 48)= 135.01
newAngle(i,j)= (45, 43)= 315.01
newAngle(i,j)= (45, 48)= 180
newAngle(i,j)= (46, 44)= 315.01
newAngle(i,j)= (46, 48)= 206.567
newAngle(i,j)= (47, 44)= 0
newAngle(i,j)= (47, 47)= 180
newAngle(i,j)= (48, 45)= 315.01
newAngle(i,j)= (48, 46)= 270
newAngle(i,j)= (48, 47)= 224.99
